Reporting period,Organization,Donor,Cluster,ACTIVITY DESCRIPTION,IMPLEMENTING PARTNER,Region,District,SPECIFIC LOCATION,RURAL/URBAN         ,Status,DURATION,Start Date,End Date
80 Apr - 19 Apr 2019,IRC,OFDA,WASH,Pipe NEW,IRC,Mudug,Gaalkacyo,Har-haar IDP,,Completed,,23-Dec-08,10-Jan-19
81 Apr - 19 Apr 2019,IRC,OFDA,WASH,Hygiene promotion - household visits,IRC,Mudug,Gaalkacyo,Faarax Geedi,,Completed,,01-Jan-19,24-Jan-19
82 Apr - 19 Apr 2019,IRC,OFDA,WASH,Hygiene session/ promotion - Nutrition Centre,IRC,Mudug,Gaalkacyo,Har-haar IDP,,Completed,,08-Jan-19,08-Jan-19
83 Apr - 19 Apr 2019,IRC,OFDA,WASH,Hygiene session/ promotion - Nutrition Centre,IRC,Mudug,Gaalkacyo,Faarax Geedi,,Completed,,08-Jan-19,08-Jan-19
84 Apr - 19 Apr 2019,IRC,OFDA,WASH,Borehole REHAB,IRC,Mudug,Gaalkacyo,Har-haar IDP,,Ongoing,,22-Jan-19,22-Feb-19
85 Apr - 19 Apr 2019,IRC,OFDA,WASH,Borehole REHAB,IRC,Mudug,Gaalkacyo,Faarax Geedi,,Ongoing,,23-Jan-19,23-Feb-19
86 Apr - 19 Apr 2019,Mercy Corps,OFDA,WASH,latrines new,NARDO,Gedo,Ceel Waaq,Bakol Diga,,Ongoing,,11-Jan-19,28-Feb-19
87 Apr - 19 Apr 2019,Mercy Corps,OFDA,WASH,latrines new,NARDO,Gedo,Ceel Waaq,Dabarbale,,Ongoing,,11-Jan-19,28-Feb-19
88 Apr - 19 Apr 2019,Mercy Corps,OFDA,WASH,shallow well rehab,NARDO,Gedo,Baardheere,Hurena,,Completed,,01-Nov-18,30-Nov-18
89 Apr - 19 Apr 2019,Mercy Corps,OFDA,WASH,latrines new,NARDO,Gedo,Luuq,Jazeero,,Ongoing,,27-Jan-19,28-Feb-19
90 Apr - 19 Apr 2019,Mercy Corps,OFDA,WASH,Latrine Communal New,NARDO,Gedo,Doolow,maskinow,,Ongoing,,27-Jan-19,28-Feb-19
91 Apr - 19 Apr 2019,NEW WAYS,Emergency Reserve,WASH,Hygiene promotion - household visits,NEW WAYS,Lower Shabelle,Kurtunwaarey,Kurtunwaarey,,Ongoing,,"1,MAY , 2018",30-May-19
92 Apr - 19 Apr 2019,NEW WAYS,Emergency Reserve,WASH,Hygiene promotion - household visits,NEW WAYS,Lower Shabelle,Marka,Marka,,Ongoing,,"1,MAY , 2018",30-May-19
93 Apr - 19 Apr 2019,NEW WAYS,Emergency Reserve,WASH,Hygiene promotion - household visits,NEW WAYS,Lower Shabelle,Qoryooley,Qoryooley,,Ongoing,,"1,MAY , 2018",30-May-19
94 Apr - 19 Apr 2019,NEW WAYS,Emergency Reserve,WASH,Hygiene promotion - household visits,NEW WAYS,Lower Shabelle,Marka,Shalaambood,,Ongoing,,"1,MAY  , 2018",30-May-19
95 Apr - 19 Apr 2019,NEW WAYS,Emergency Reserve,WASH,Water source chlorination,NEW WAYS,Lower Shabelle,Kurtunwaarey,Kurtunwaarey,,Ongoing,,"1,MAY  , 2018",30-May-19
96 Apr - 19 Apr 2019,IOM,Other,WASH,Water source chlorination,SDRO,Lower Shabelle,Afgooye,,,Ongoing,,01-Apr-17,31-Jan-19
97 Apr - 19 Apr 2019,IOM,Other,WASH,Water source chlorination,SDRO,Lower Shabelle,Afgooye,Raqeyle,,Ongoing,,01-Apr-17,31-Jan-19
98 Apr - 19 Apr 2019,IOM,Other,WASH,Water source chlorination,SDRO,Lower Shabelle,Afgooye,Sagaalaad,,Ongoing,,01-Apr-17,31-Jan-19
99 Apr - 19 Apr 2019,IOM,Other,WASH,Water source chlorination,SDRO,Lower Shabelle,Afgooye,Gaalware,,Ongoing,,01-Apr-17,31-Jan-19
100 Apr - 19 Apr 2019,IOM,Other,WASH,Water source chlorination,SDRO,Lower Shabelle,Afgooye,,,Ongoing,,01-Apr-17,31-Jan-19
101 Apr - 19 Apr 2019,IOM,Other,WASH,Water source chlorination,SDRO,Lower Shabelle,Afgooye,Jambaluul,,Ongoing,,01-Apr-17,31-Jan-19
102 Apr - 19 Apr 2019,IOM,Other,WASH,Water source chlorination,SDRO,Lower Shabelle,Afgooye,Mareerey,,Ongoing,,01-Apr-17,31-Jan-19
103 Apr - 19 Apr 2019,IOM,Other,WASH,Water source chlorination,SDRO,Lower Shabelle,Afgooye,,,Ongoing,,01-Apr-17,31-Jan-19
104 Apr - 19 Apr 2019,IOM,Other,WASH,Hygiene promotion - household visits,SDRO,Lower Shabelle,Afgooye,,,Ongoing,,01-Apr-17,31-Jan-19
105 Apr - 19 Apr 2019,IOM,Other,WASH,Hygiene promotion - household visits,SDRO,Lower Shabelle,Afgooye,Raqeyle,,Ongoing,,01-Apr-17,31-Jan-19
106 Apr - 19 Apr 2019,IOM,Other,WASH,Hygiene promotion - household visits,SDRO,Lower Shabelle,Afgooye,Sagaalaad,,Ongoing,,01-Apr-17,31-Jan-19
107 Apr - 19 Apr 2019,NEW WAYS,Emergency Reserve,WASH,Water source chlorination,NEW WAYS,Lower Shabelle,Qoryooley,Qoryooley,,Ongoing,,"1,MAY  , 2018",30-May-19
108 Apr - 19 Apr 2019,PAH,UNICEF,WASH,Shallow well REHAB,PAH,Banadir,Heliwa,Mogadishu/Heliwa,,Ongoing,,01-Jan-19,31.01.2019
109 Apr - 19 Apr 2019,PAH,UNICEF,WASH,Shallow well REHAB,PAH,Banadir,Shibis,Mogadishu/Shibis,,Ongoing,,01-Jan-19,31.01.2019
110 Apr - 19 Apr 2019,PAH,UNICEF,WASH,Water reservoir/tank,PAH,Banadir,Heliwa,Mogadishu/Heliwa,,Ongoing,,01-Jan-19,31.01.2019
111 Apr - 19 Apr 2019,PAH,UNICEF,WASH,Hygiene Promoters,PAH,Banadir,Wadajir,Mogadishu/Wadajir,,Planned,,01-Jan-19,31.01.2019
112 Apr - 19 Apr 2019,PAH,ECHO,WASH,Hygiene promotion - household visits,PAH,Middle Shabelle,Jowhar,Jowhar,,Completed,,01-Jan-19,30.01.2019
113 Apr - 19 Apr 2019,PAH,ECHO,WASH,Soap distribution,PAH,Middle Shabelle,Jowhar,Jowhar,,Completed,,01-Jan-19,30.01.2019
114 Apr - 19 Apr 2019,PAH,ECHO,WASH,Hygiene promotion - household visits,PAH,Banadir,Dharkenley,Mogadishu/Dharkenley,,Completed,,01-Jan-19,30.01.2019
115 Apr - 19 Apr 2019,PAH,ECHO,WASH,Water access by voucher,PAH,Banadir,Dharkenley,Mogadishu/Dharkenley,,Completed,,01-Jan-19,30.01.2019
116 Apr - 19 Apr 2019,PAH,ECHO,WASH,Water access by voucher,PAH,Banadir,Deyniile,Mogadishu/Daynile,,Completed,,01-Jan-19,30.01.2019
117 Apr - 19 Apr 2019,PAH,ECHO,WASH,Hygiene promotion - household visits,PAH,Banadir,Deyniile,Mogadishu/Daynile,,Completed,,01-Jan-19,30.01.2019
118 Apr - 19 Apr 2019,PAH,ECHO,WASH,Latrine NEW-IDP,PAH,Banadir,Dharkenley,Mogadishu/Dharkenley,,Completed,,01-Jan-19,30.01.2019
119 Apr - 19 Apr 2019,PAH,ECHO,WASH,Latrine NEW-IDP,PAH,Banadir,Deyniile,Mogadishu/Daynile,,Completed,,01-Jan-19,30.01.2019
120 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Water access by voucher,PAH,Galgaduud,Dhuusamarreeb,Guri-Ceel,,Ongoing,,01-Jan-19,30.01.2019
121 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Water Kiosk-New,PAH,Galgaduud,Dhuusamarreeb,Guri-Ceel,,Completed,,01-Jan-19,30.01.2019
122 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Water access by voucher,PAH,Galgaduud,Dhuusamarreeb,Dhuusamarreeb,,Completed,,01-Jan-19,30.01.2019
123 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Water Kiosk-New,PAH,Galgaduud,Dhuusamarreeb,Dhuusamarreeb,,Completed,,01-Jan-19,30.01.2019
124 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Latrine NEW-IDP,PAH,Galgaduud,Dhuusamarreeb,Dhuusamarreeb,,Completed,,01-Jan-19,30.01.2019
125 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Sanitary napkin distribution,PAH,Galgaduud,Dhuusamarreeb,Dhuusamarreeb,,Completed,,01-Jan-19,30.01.2019
126 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Sanitation tools ,PAH,Galgaduud,Dhuusamarreeb,Dhuusamarreeb,,Completed,,01-Jan-19,30.01.2019
127 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Hygiene promotion - household visits,PAH,Galgaduud,Dhuusamarreeb,Dhuusamarreeb,,Completed,,01-Jan-19,30.01.2019
128 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Water access by voucher,PAH,Galgaduud,Cadaado,Cadaado,,Completed,,01-Jan-19,30.01.2019
129 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Water Kiosk-New,PAH,Galgaduud,Cadaado,Cadaado,,Completed,,01-Jan-19,30.01.2019
130 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Water Kiosk-New,PAH,Galgaduud,Cadaado,Cadaado,,Completed,,01-Jan-19,30.01.2019
131 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Latrine NEW-IDP,PAH,Galgaduud,Cadaado,Cadaado,,Completed,,01-Jan-19,30.01.2019
132 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Latrine NEW-IDP,PAH,Galgaduud,Cadaado,Baxdo,,Completed,,01-Jan-19,30.01.2019
133 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Sanitation tools ,PAH,Galgaduud,Cadaado,Cadaado,,Completed,,01-Jan-19,30.01.2019
134 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Hygiene session/ promotion - Health Centre,PAH,Galgaduud,Cadaado,Cadaado,,Completed,,01-Jan-19,30.01.2019
135 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Sanitary napkin distribution,PAH,Galgaduud,Cadaado,Cadaado,,Completed,,01-Jan-19,30.01.2019
136 Apr - 19 Apr 2019,PAH,Arche Nova,WASH,Sanitary napkin distribution,PAH,Galgaduud,Cadaado,Cadaado,,Completed,,01-Jan-19,30.01.2019
137 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene Kit Distribution,READO,Bay,Baydhaba,Lowiley,,Planned,,15-Feb-19,15-Feb-19
138 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene Kit Distribution,READO,Bay,Baydhaba,Aawdiinle,,Planned,,15-Feb-19,15-Feb-19
139 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene Kit Distribution,READO,Bay,Baydhaba,Boonka,,Planned,,15-Feb-19,15-Feb-19
140 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene Kit Distribution,READO,Bay,Baydhaba,Misgaale,,Planned,,15-Feb-19,15-Feb-19
141 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene Kit Distribution,READO,Bay,Baydhaba,Lanbuule,,Planned,,15-Feb-19,15-Feb-19
142 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene Kit Distribution,READO,Bay,Baydhaba,Geldheere,,Planned,,15-Feb-19,15-Feb-19
143 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene Kit Distribution,READO,Bay,Baydhaba,Munaawir,,Planned,,15-Feb-19,15-Feb-19
144 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene promotion - household visits,READO,Bay,Baydhaba,Aawdiinle,,Ongoing,,30-Jun-18,28-Feb-19
145 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene promotion - household visits,READO,Bay,Baydhaba,Boonka,,Ongoing,,30-Jun-18,28-Feb-19
146 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene promotion - household visits,READO,Bay,Baydhaba,Geldheere,,Ongoing,,30-Jun-18,28-Feb-19
147 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene promotion - household visits,READO,Bay,Baydhaba,Lowiley,,Ongoing,,30-Jun-18,28-Feb-19
148 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene promotion - household visits,READO,Bay,Baydhaba,Misgaale,,Ongoing,,30-Jun-18,28-Feb-19
149 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene promotion - household visits,READO,Bay,Baydhaba,Laan Buule,,Ongoing,,30-Jun-18,28-Feb-19
150 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Hygiene promotion - household visits,READO,Bay,Baydhaba,Munaawir,,Ongoing,,30-Jun-18,28-Feb-19
151 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Water trucking,READO,Bay,Baydhaba,Aawdiinle,,Ongoing,,01-Aug-18,28-Feb-19
152 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Water trucking,READO,Bay,Baydhaba,Mursal,,Ongoing,,01-Aug-18,28-Feb-19
153 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Water trucking,READO,Bay,Baydhaba,Isha,,Ongoing,,01-Aug-18,28-Feb-19
154 Apr - 19 Apr 2019,SHF,SHF-First allocation,WASH,Water trucking,READO,Bay,Baydhaba,Lawiilay,,Ongoing,,01-Aug-18,28-Feb-19
155 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Latrine Communal New,SCC,Middle Shabelle,Jowhar,Banaaney,,Completed,,,23-Jan-19
156 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Shallow well REHAB,SCC,Middle Shabelle,Jowhar,Banaaney,,Completed,,,28-Jan-19
157 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Latrine Communal New,SCC,Middle Shabelle,Jowhar,Barey,,Completed,,,28-Jan-19
158 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Latrine NEW-IDP,SCC,Middle Shabelle,Jowhar,Jowhar,,Completed,,,12-Jan-19
159 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Shallow well REHAB,SCC,Middle Shabelle,Jowhar,Jowhar,,Completed,,,30-Jan-19
160 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Latrine Communal New,SCC,Middle Shabelle,Jowhar,Jowhar,,Completed,,,18-Jan-19
161 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Hygiene promotion - household visits,SCC,Middle Shabelle,Jowhar,Jowhar,,Completed,,,30-Jan-19
162 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Latrine Communal New,SCC,Middle Shabelle,Jowhar,Barey,,Completed,,,28-Jan-19
163 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Latrine Communal New,SCC,Middle Shabelle,Jowhar,Kalundi,,Completed,,,21-Jan-19
164 Apr - 19 Apr 2019,SHF,SHF-Second allocation,WASH,Hygiene promotion - household visits,SCC,Middle Shabelle,Jowhar,Banaaney,,Completed,,,28-Jan-19
165 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Shallow well REHAB,WARDI,Hiraan,Belet Weyne,Belet Weyne,,Completed,,30/04/18,20/01/19
166 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Latrine NEW-IDP,WARDI,Hiraan,Belet Weyne,Belet Weyne,,Completed,,30/04/18,20/01/19
167 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,WASH Committees,WARDI,Hiraan,Belet Weyne,Belet Weyne,,Completed,,30/04/18,20/01/19
168 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Hygiene promotion - household visits,WARDI ,Hiraan,Belet Weyne,Belet Weyne,,Completed,,30/04/18,20/01/19
169 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Shallow well NEW,WARDI ,Lower Shabelle,Marka,Ceel-Jaale,,Completed,,31/05/18,05-Feb-19
170 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Water trucking,WARDI,Lower Shabelle,Marka,Bufuow-Cosbooley,,Completed,,31/05/18,05-Feb-19
171 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Water trucking,WARDI,Lower Shabelle,Marka,Cusman Qule,,Completed,,31/05/18,05-Feb-19
172 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Latrine NEW-IDP,WARDI,Lower Shabelle,Marka,Cusman Qule,,Completed,,31/05/18,05-Feb-19
173 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Latrine NEW-IDP,WARDI,Lower Shabelle,Marka,Bufuow-Cosbooley,,Completed,,31/05/18,05-Feb-19
174 Apr - 19 Apr 2019,SHF ,SHF-First allocation,WASH,Hygiene promotion - household visits,WARDI ,Lower Shabelle,Marka,Bufuow-Cosbooley,,Ongoing,,31/05/18,05-Feb-19
175 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Doolow,Doolow,,Ongoing,,01-Aug-17,01-Feb-19
176 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Luuq,luuq,,Ongoing,,01-Aug-17,01-Feb-19
177 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Belet Xaawo,Belet Xaawo,,Ongoing,,01-Aug-17,01-Feb-19
178 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Doolow,Doolow,,Ongoing,,01-Mar-18,28-Feb-19
179 Apr - 19 Apr 2019,Trocaire,Other,WASH,Hygiene promotion - household visits,Trocaire,Gedo,Luuq,luuq,,Ongoing,,01-Mar-18,28-Feb-19
180 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Luuq,luuq,,Ongoing,,01-Mar-18,28-Feb-19
181 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Belet Xaawo,Belet Xaawo,,Ongoing,,01-Mar-18,28-Feb-19
182 Apr - 19 Apr 2019,Trocaire,Other,WASH,Hygiene promotion - household visits,Trocaire,Gedo,Belet Xaawo,Belet Xaawo,,Ongoing,,01-Mar-18,01-Feb-19
183 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Luuq,luuq,,Ongoing,,01-Mar-18,28-Feb-19
184 Apr - 19 Apr 2019,Trocaire,Other,WASH,Hygiene promotion - household visits,Trocaire,Gedo,Luuq,luuq,,Ongoing,,01-Mar-18,28-Feb-19
185 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Belet Xaawo,Belet Xaawo,,Ongoing,,01-Mar-18,28th Feb2019
186 Apr - 19 Apr 2019,Trocaire,Other,WASH,Hygiene promotion - household visits,Trocaire,Gedo,Belet Xaawo,Belet Xaawo,,Ongoing,,01-Mar-18,28th Feb2019
187 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Doolow,Doolow,,Ongoing,,01-Mar-18,28-Feb-19
188 Apr - 19 Apr 2019,Trocaire,Other,WASH,Hygiene promotion - household visits,Trocaire,Gedo,Doolow,Doolow,,Ongoing,,01-Mar-18,28-Feb-19
189 Apr - 19 Apr 2019,WVI,Other,WASH,HHWT - Chlorine or Chrolo flocc products,WVI,Nugaal,Burtinle,Ceelweyne,,Planned,,01-Aug-18,31-Mar-19
190 Apr - 19 Apr 2019,WVI,Other,WASH,HHWT - Chlorine or Chrolo flocc products,WVI,Mudug,Jariiban,Lebi-Lamaane,,Planned,,01-Aug-18,31-Mar-19
191 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,HHWT - filters,WVI,Nugaal,Garowe,Garowe,,Planned,,01-Sep-18,30-May-19
192 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Hygiene promotion - household visits,WVI,Nugaal,Garowe,Garowe,,Ongoing,,01-Sep-18,30-May-19
193 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Hygiene Kit Distribution,WVI,Nugaal,Garowe,Garowe,,Completed,,01-Sep-18,30-May-19
194 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Solid Waste collection,WVI,Nugaal,Garowe,Garowe,,Completed,,01-Sep-18,30-May-19
195 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Hand washing station-health facility,WVI,Nugaal,Garowe,Garowe,,Planned,,01-Sep-18,30-May-19
196 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Solid Waste collection,WVI,Nugaal,Garowe,Garowe,,Completed,,01-Sep-18,01-Jan-19
197 Apr - 19 Apr 2019,WVI,SHF-Second allocation,WASH,Hygiene session/ promotion - Health Centre,WVI,Awdal,Baki,Garba Dadar,,Completed,,01-Jul-18,15-Jan-19
198 Apr - 19 Apr 2019,WVI,Other,WASH,Water reservoir/tank,WVI,Awdal,Lughaye,Karuure,,Planned,,01-Jan-19,
199 Apr - 19 Apr 2019,WVI,OFDA,WASH,Latrine NEW-IDP,MARDO,Bakool,Xudur,Xudur,,Ongoing,,01-Jan-19,31-Mar-19
200 Apr - 19 Apr 2019,WVI,OFDA,WASH,Garbage pits,MARDO,Bakool,Xudur,Xudur,,Ongoing,,01-Jan-19,31-Mar-19
201 Apr - 19 Apr 2019,WVI,OFDA,WASH,Water trucking,WVI,Bay,Buur Hakaba,Buur Hakaba,,Ongoing,,25-Jan-19,31-Mar-19
202 Apr - 19 Apr 2019,WVI,Agency Own Fund,WASH,HHWT - filters,WVI,Gedo,Doolow,Doolow,,Completed,,01-Jan-19,31-Jan-19
203 Apr - 19 Apr 2019,WVI,OFDA,WASH,Hygiene promotion - household visits,WVI,Bay,Baydhaba,Baidoa,,Ongoing,,01-Oct-18,30-Aug-19
204 Apr - 19 Apr 2019,WVI,OFDA,WASH,Hygiene promotion - household visits,WVI,Bakool,Waajid,Waajid,,Ongoing,,01-Oct-18,30-Aug-19
205 Apr - 19 Apr 2019,WVI,OFDA,WASH,Hygiene promotion - household visits,WVI,Gedo,Doolow,Doolow,,Ongoing,,01-Jan-18,30-Aug-19
239 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Xudur/Sheikh Aweys,,Ongoing,,01-Apr-17,31-Mar-19
240 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Madax Waraabe,,Ongoing,,01-Apr-17,31-Mar-19
241 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Galool,,Ongoing,,01-Apr-17,31-Mar-19
242 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Weerow,,Ongoing,,01-Apr-17,31-Mar-19
243 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Aboore,,Ongoing,,01-Apr-17,31-Mar-19
244 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Bisigle,,Ongoing,,01-Apr-17,31-Mar-19
245 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Lafale,,Ongoing,,01-Apr-17,31-Mar-19
246 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Gareere-Gawaan,,Ongoing,,01-Apr-17,31-Mar-19
247 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Faarax,,Ongoing,,01-Apr-17,31-Mar-19
248 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Abal,,Ongoing,,01-Apr-17,31-Mar-19
249 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Xudur/Sheikh Aweys,,Ongoing,,01-Apr-17,31-Mar-19
250 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Health Centre,ACF,Bakool,Xudur,Xudur/Buulo,,Ongoing,,01-Apr-17,31-Mar-19
251 Apr - 19 Apr 2019,ACF,Other,WASH,Shallow Well O & M,ACF,Bakool,Xudur,Xudur/Buulo,,Ongoing,,01-Apr-17,31-Mar-19
252 Apr - 19 Apr 2019,ACF,Other,WASH,Borehole NEW,ACF,Bakool,Xudur,Xudur,,Planned,,31-Jan-19,31-Mar-19
253 Apr - 19 Apr 2019,ACF,SDC,WASH,Latrine NEW-IDP,ACF,Bakool,Xudur,Xudur,,Planned,,31-Jan-19,31-Mar-19
254 Apr - 19 Apr 2019,ACF,SDC,WASH,Community Led Total Sanitation (CLTS),ACF,Bakool,Xudur,Xudur,,Planned,,31-Jan-19,31-Mar-19
255 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Health Centre,ACF,Bakool,Waajid,Waajid/Horseed,,Ongoing,,01-Jan-19,31/01/19
256 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Waajid,Waajid/Howl-Wadaag,,Ongoing,,01-Jan-19,31/01/19
257 Apr - 19 Apr 2019,ACF,Other,WASH,Shallow Well O & M,ACF,Bakool,Waajid,Eeltuumad,,Ongoing,,01-Jan-19,31/01/19
258 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene promotion - household visits,ACF,Bakool,Waajid,Meegaagle,,Ongoing,,01-Jan-19,31/01/19
259 Apr - 19 Apr 2019,ACF,Other,WASH,Water source chlorination,ACF,Bakool,Waajid,Ideed Hoosle,,Ongoing,,01-Jan-19,31/01/19
260 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene promotion - IEC material,ACF,Bakool,Waajid,Wajid,,Ongoing,,01-Jan-19,31/01/19
261 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene Kit Distribution,ACF,Bakool,Waajid,Waajid/Howl-Wadaag,,Ongoing,,01-Jan-19,31/01/19
262 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene promotion - household visits,ACF,Bakool,Waajid,Reydable,,Ongoing,,01-Jan-19,31/01/19
263 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene promotion - household visits,ACF,Bakool,Waajid,Jiiray,,Planned,,01-Feb-19,28/02/19
264 Apr - 19 Apr 2019,ACF,Other,WASH,Shallow Well O & M,ACF,Bakool,Waajid,Waajid/Howl-Wadaag,,Planned,,01-Feb-19,28/02/19
265 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Elbarde,,Ongoing,,01-Jan-19,31-Dec-19
266 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,gargaarIDP,,Ongoing,,01-Jan-19,31-Dec-19
267 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Elbarde,,Ongoing,,01-Jan-19,31-Dec-19
268 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,ATO,,Ongoing,,01-Jan-19,31-Dec-19
269 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotio session,ACF,Bakool,Ceel Barde,ondhere,,Ongoing,,01-Jan-19,31-Dec-19
